"Title","Year","Keywords","Agency"
"Management for the Analytics Age","2022","Big data; Analytics; Conceptual framework; Knowledge management; Customer relationship management; Work (physics); Business; Intersection (aeronautics); Business intelligence; Computer science; Data science; Process management; Marketing; Engineering; Sociology; Mechanical engineering; Social science; Aerospace engineering; Operating system","Boston"
"Management Practices and Mergers and Acquisitions","2021","Mergers and acquisitions; Business; Incentive; Value (mathematics); Set (abstract data type); Marketing; Census; Senior management; Value creation; Industrial organization; Accounting; Finance; Economics; Management; Microeconomics; Computer science; Programming language; Population; Demography; Machine learning; Sociology","Boston"
"Management Practices and Mergers and Acquisitions","2021","Mergers and acquisitions; Business; Incentive; Value (mathematics); Set (abstract data type); Marketing; Census; Senior management; Value creation; Industrial organization; Accounting; Finance; Economics; Management; Microeconomics; Computer science; Programming language; Population; Demography; Machine learning; Sociology","Boston"
"Management Upgrading and Resource Rechanneling in Owner-driven Reorganization","2023","Business","Boston"
"Management, Mergers, and Acquisitions","2022","Turnover; Mergers and acquisitions; Business; Demographic economics; Business administration; Marketing; Operations management; Management; Economics; Finance","Stanford"
"Managing Employee Retention Concerns: Evidence from US Census Data","2023","Census; American Community Survey; Business; Employee retention; Data science; Computer science; Marketing; Sociology; Demography; Population","Triangle"
"Managing Employee Retention Concerns: Evidence from US Census Data.","2022","Census; American Community Survey; Business; Employee retention; Data science; Computer science; Marketing; Sociology; Demography; Population","Triangle"
"Managing Trade: Evidence from China and the U.S","2019","History","Michigan"
"Managing Trade: Evidence from China and the U.S","2019","History","Michigan"
"Mandated Benefits and Firm Behavior: Evidence from Business Regulations and the Universe of U.S. Firms","2013","Intangible asset; Business; Value (mathematics); Market value; Asset (computer security); Book value; Sample (material); Liability; Finance; Statistics; Mathematics; Chemistry; Computer security; Earnings; Chromatography; Computer science","Boston"
"Manufacturing Plants' Use of Temporary Workers: An Analysis Using Census Microdata","2013","Microdata (statistics); Census; Wage; Turnover; Business; Demographic economics; Survey data collection; Economics; Labour economics; Environmental health; Statistics; Medicine; Population; Management; Mathematics","Chicago"
"Manufacturing Solutions: Explaining E-Commerce Adoption in Manufacturing Firms","2012","Job creation; Business; Labour economics; Demographic economics; Economics","Chicago"
"Market Exposure and Endogenous Firm Volatility over the Business Cycle","2016","Volatility (finance); Business cycle; Economics; Monetary economics; Demand shock; Endogeny; Financial economics; Macroeconomics; Internal medicine; Medicine","Fed Board"
"Market Factors Influencing the Choice and Generosity of Health Insurance Plans Offered to Employees","2022","Incentive; Capitalism; Market economy; Public ownership; Socialism; Politics; State ownership; Government (linguistics); Economics; Private property; State (computer science); Profit (economics); Language change; Private enterprise; State capitalism; Vitality; Business; Finance; Neoclassical economics; Law; Political science; Communism; Art; Linguistics; Emerging markets; Philosophy; Literature; Theology; Algorithm; Computer science","Maryland"
"Market Forces, Plant Technology, and the Food Safety Technology Use","2008","Business; Food safety; Industrial organization; Commerce; Agricultural economics; Economics; Food science; Biology","Washington"
"Market Power, Finance Wages and Inequality","2019","Inequality; Economics; Market power; Power (physics); Labour economics; Market economy; Mathematics; Monopoly; Mathematical analysis; Physics; Quantum mechanics","Fed Board"
"Marshall’s Scale Economies","2003","Economies of agglomeration; Externality; Productivity; Competition (biology); Product (mathematics); Economies of scale; Manufacturing; Business; Economic geography; Urbanization; Scale (ratio); Economics; Industrial organization; Economic growth; Marketing; Geography; Microeconomics; Ecology; Geometry; Mathematics; Cartography; Biology","Boston"
"Materials Prices and Productivity","2014","Productivity; Economics; Monetary economics; Agricultural economics; Natural resource economics; Macroeconomics","Chicago"
"Materials Prices and Productivity","2014","Productivity; Economics; Monetary economics; Agricultural economics; Natural resource economics; Macroeconomics","Chicago"
"Measurement Error in U.S. Regional Economic Data","2022","Inference; Econometrics; Confidentiality; Statistical inference; Panel data; Observational error; Statistics; Standard error; Identification (biology); Statistical error; Computer science; Economics; Mathematics; Computer security; Botany; Artificial intelligence; Biology","Texas"
"Measurement Error in U.S. Regional Economic Data","2022","Inference; Econometrics; Confidentiality; Statistical inference; Panel data; Observational error; Statistics; Standard error; Identification (biology); Statistical error; Computer science; Economics; Mathematics; Computer security; Botany; Artificial intelligence; Biology","Texas"
"Measuring  the  Effects  of  Firm  Uncertainty  on  Economic  Activity:  New  Evidence from One Million Documents","2020","Business; Economics; Natural resource economics; Public economics","Michigan"
"Measuring Leakage Risk","2016","Verteporfin; Choroidal neovascularization; Macular degeneration; Medicine; Ophthalmology; Visual acuity; Fluorescein angiography; Surgery","Berkeley"
"Measuring Plant Level Energy Efficiency and Technical Change in the U.S. Metal-Based Durable Manufacturing Sector Using Stochastic Frontier Analysis","2019","Efficient energy use; Econometrics; Stochastic frontier analysis; Energy mix; Economics; Malmquist index; Electricity; Index (typography); Production–possibility frontier; Environmental science; Production (economics); Engineering; Computer science; Electricity generation; Microeconomics; Macroeconomics; Productivity; Power (physics); Physics; Total factor productivity; Quantum mechanics; World Wide Web; Electrical engineering","Triangle"
"Measuring Plant Level Energy Efficiency and Technical Change in the U.S. Metal-Based Durable Manufacturing Sector Using Stochastic Frontier Analysis","2019","Efficient energy use; Econometrics; Stochastic frontier analysis; Energy mix; Economics; Malmquist index; Electricity; Index (typography); Production–possibility frontier; Environmental science; Production (economics); Engineering; Computer science; Electricity generation; Microeconomics; Macroeconomics; Productivity; Power (physics); Physics; Total factor productivity; Quantum mechanics; World Wide Web; Electrical engineering","Triangle"
"Measuring Plant Level Energy Efficiency When Production Activities Are Not Homogeneous: The ENERGY STAR Energy Performance Indicator","2005","Energy intensity; Production (economics); Efficient energy use; Energy consumption; Energy (signal processing); Normalization (sociology); Econometrics; Energy accounting; Measure (data warehouse); Index (typography); Specific energy; Energy balance; Intensity (physics); Statistics; Mathematics; Environmental economics; Environmental science; Computer science; Economics; Engineering; Microeconomics; Data mining; Ecology; Physics; Quantum mechanics; Sociology; Biology; World Wide Web; Anthropology; Electrical engineering","Chicago"
"Measuring the Effect of Immigrant Legal Status on Socioeconomic Outcomes: Variation by Legal Status Assignment Approach","2021","Social reproduction; Social mobility; Socioeconomic status; Social capital; Reproduction; Educational attainment; Social class; Sociology of Education; Status attainment; Social status; Sample (material); Psychology; Cultural capital; Social inequality; Inequality; Interpersonal ties; Sociology; Social psychology; Developmental psychology; Social science; Economic growth; Demography; Political science; Economics; Population; Mathematics; Ecology; Mathematical analysis; Biology; Law; Chemistry; Chromatography","Missouri"
